GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A087WRT9	Gm28490	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A087WS79	Gm21294	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A087WS97	Gm20824	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A087WSM5	Gm29049	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A087WSN2	Btbd35f16	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A087WSR0	Sly	acts_upstream_of_or_within	GO:0048515	spermatid differentiation	ECO:0000316	IGI	PMID:23028340	MGI:MGI:1922390|MGI:MGI:99543	10090	MGI		P
UniProtKB	A0A087WSR0	Sly	acts_upstream_of_or_within	GO:0048515	spermatid differentiation	ECO:0000315	IMP	PMID:23028340		10090	MGI		P
UniProtKB	A0A087WSS0	Gm20911	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A087WSS9	Gm21996	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A0A0MQP3	Btbd35f12	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A0A6YVT8	Tsga10	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033323	10090	InterPro		P
UniProtKB	A0A0A6YW38	Gm28870	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A0A6YWQ9	Mael	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A0A0A6YX04	Gm29866	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A0A0A6YX17	Tdrd12	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A0A0A6YXW2	Gm20773	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A0A6YXX7	Gm20807	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A0A6YY25	Btbd18	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:28292424		10090	UniProt		P
UniProtKB	A0A0A6YY25	Btbd18	involved_in	GO:0007141	male meiosis I	ECO:0000315	IMP	PMID:28292424		10090	UniProt		P
UniProtKB	A0A0A6YY25	Btbd18	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A0A0G2JEK6	Piwil1	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031326	10090	InterPro		P
UniProtKB	A0A0G2JF96	Oaz3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029913	10090	InterPro		P
UniProtKB	A0A0N4SUR5	Oaz3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029913	10090	InterPro		P
UniProtKB	A0A0N4SVF4	Oaz3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029913	10090	InterPro		P
UniProtKB	A0A0N4SVI0	Oaz3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029913	10090	InterPro		P
UniProtKB	A0A0N4SW15	Spin2g	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A0N4SWE3	Oaz3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029913	10090	InterPro		P
UniProtKB	A0A0R4J084	Sun5	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030273	10090	InterPro		P
UniProtKB	A0A0R4J084	Sun5	involved_in	GO:0007283	spermatogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8TC36|ensembl:ENSP00000348496	10090	Ensembl		P
UniProtKB	A0A0R4J101	Slc4a2	involved_in	GO:0007283	spermatogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23347|ensembl:ENSRNOP00000019666	10090	Ensembl		P
UniProtKB	A0A0R4J1H6	Golga3	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033288	10090	InterPro		P
UniProtKB	A0A0R4J2B9	Btbd35f23	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A140LI02	Ggn	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031400	10090	InterPro		P
UniProtKB	A0A140LI42	Ggn	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031400	10090	InterPro		P
UniProtKB	A0A140LIP1	Aurkc	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	A0A140LIP1	Aurkc	involved_in	GO:0048599	oocyte development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	A0A140LJ30	Aurkc	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	A0A140LJ30	Aurkc	involved_in	GO:0048599	oocyte development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	A0A140T8Q5	Btbd35f21	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A140T8V6	Spin2g	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A1B0GX81	Bag6	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A0A1Y7VJX4	Mlh3	acts_upstream_of_or_within	GO:0007140	male meiotic nuclear division	ECO:0000315	IMP	PMID:15467367		10090	MGI	occurs_in(CL:0000017)	P
UniProtKB	A0A1Y7VJX4	Mlh3	acts_upstream_of_or_within	GO:0007140	male meiotic nuclear division	ECO:0000315	IMP	PMID:12091911	MGI:MGI:2384218	10090	MGI	occurs_in(EMAPA:17972),occurs_in(CL:0000017)	P
UniProtKB	A0A1Y7VJX4	Mlh3	acts_upstream_of_or_within	GO:0007144	female meiosis I	ECO:0000315	IMP	PMID:12091911	MGI:MGI:2384218	10090	MGI	occurs_in(CL:0000023)	P
UniProtKB	A0A1Y7VMP7	Mlh3	acts_upstream_of_or_within	GO:0007140	male meiotic nuclear division	ECO:0000315	IMP	PMID:15467367		10090	MGI	occurs_in(CL:0000017)	P
UniProtKB	A0A1Y7VMP7	Mlh3	acts_upstream_of_or_within	GO:0007140	male meiotic nuclear division	ECO:0000315	IMP	PMID:12091911	MGI:MGI:2384218	10090	MGI	occurs_in(EMAPA:17972),occurs_in(CL:0000017)	P
UniProtKB	A0A1Y7VMP7	Mlh3	acts_upstream_of_or_within	GO:0007144	female meiosis I	ECO:0000315	IMP	PMID:12091911	MGI:MGI:2384218	10090	MGI	occurs_in(CL:0000023)	P
UniProtKB	A0A385KNU8	Cnr1	involved_in	GO:0007283	spermatogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20272|ensembl:ENSRNOP00000010850	10090	Ensembl		P
UniProtKB	A0A3B2W7R5	Slc26a8	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030303	10090	InterPro		P
UniProtKB	A0A3B2WB12	Mea1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009685	10090	InterPro		P
UniProtKB	A0A3B2WCH7	Mea1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009685	10090	InterPro		P
UniProtKB	A0A3B2WCZ8	Slc26a8	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030303	10090	InterPro		P
UniProtKB	A0A3B2WCZ8	Slc26a8	involved_in	GO:0007283	spermatogenesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A0A3B2WD00	Slc26a8	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030303	10090	InterPro		P
UniProtKB	A0A3B2WD26	Dazl	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034779	10090	InterPro		P
UniProtKB	A0A3B2WD56	Mea1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009685	10090	InterPro		P
UniProtKB	A0A3Q4EGN8	Cabyr	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038848	10090	InterPro		P
UniProtKB	A0A494BA84	Ggnbp1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026670	10090	InterPro		P
UniProtKB	A0A494BAH2	Catsperz	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039019	10090	InterPro		P
UniProtKB	A0A494BB41	Ggnbp1	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026670	10090	InterPro		P
UniProtKB	A0A494BBE0	Catsperz	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039019	10090	InterPro		P
UniProtKB	A0A571BD42	Arhgap33os	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039339	10090	InterPro		P
UniProtKB	A0A571BD55	Btbd35f26	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A571BDE3	Spin2e	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A571BEF3	Btbd35f1	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A571BEF8	Spin2f	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A571BF87	Spin2e	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A571BG45	Btbd35f25	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A571BG86	Btbd35f8	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A571BGB0	Spin2f	involved_in	GO:0007276	gamete generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003671	10090	InterPro		P
UniProtKB	A0A5K7RLP0	Meiosin	involved_in	GO:0048477	oogenesis	ECO:0000315	IMP	PMID:32032549		10090	UniProt		P
UniProtKB	A0A5K7RLP0	Meiosin	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:32032549		10090	UniProt		P
UniProtKB	A0A668KLF4	Tsga10	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033323	10090	InterPro		P
UniProtKB	A0PJG4	Spata6	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027207|InterPro:IPR042769	10090	InterPro		P
UniProtKB	A2A5N3	Pabpc1l	acts_upstream_of_or_within	GO:0001556	oocyte maturation	ECO:0000314	IDA	PMID:26134869		10090	MGI		P
UniProtKB	A2A5N3	Pabpc1l	acts_upstream_of_or_within	GO:0001556	oocyte maturation	ECO:0000315	IMP	PMID:22621333	MGI:MGI:5437740	10090	MGI		P
UniProtKB	A2A8L1	Chd5	involved_in	GO:0035093	spermatogenesis, exchange of chromosomal proteins	ECO:0000315	IMP	PMID:24252660		10090	UniProt		P
UniProtKB	A2A8L1	Chd5	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A2A9I7	Dmrtb1	involved_in	GO:0007281	germ cell development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1354733|MGI:MGI:1918491|PANTHER:PTN002643247|ZFIN:ZDB-GENE-050511-1	10090	GO_Central		P
UniProtKB	A2AAE1	Kiaa1109	involved_in	GO:0007283	spermatogenesis	ECO:0000303	NAS	PMID:16545529		10090	BHF-UCL		P
UniProtKB	A2AED8	Spata6	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027207|InterPro:IPR042769	10090	InterPro		P
UniProtKB	A2AED9	Spata6	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027207|InterPro:IPR042769	10090	InterPro		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0007141	male meiosis I	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686410|PANTHER:PTN002140120	10090	GO_Central		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0007144	female meiosis I	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686410|PANTHER:PTN002140120	10090	GO_Central		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0048599	oocyte development	ECO:0000315	IMP	PMID:26742488		10090	UniProt		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0048599	oocyte development	ECO:0000315	IMP	PMID:28380054		10090	UniProt		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:26742488		10090	UniProt		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0007286	spermatid development	ECO:0000315	IMP	PMID:28380054		10090	UniProt		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0007141	male meiosis I	ECO:0000315	IMP	PMID:26742488		10090	UniProt		P
UniProtKB	A2AG06	Meioc	involved_in	GO:0007144	female meiosis I	ECO:0000315	IMP	PMID:26742488		10090	UniProt		P
UniProtKB	A2AKX3	Setx	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A2AL36	Cntrl	acts_upstream_of_or_within	GO:0048132	female germ-line stem cell asymmetric division	ECO:0006051	IMP	PMID:28075662		10090	MGI	occurs_in(CL:0000654)	P
UniProtKB	A2APF3	Ctcfl	involved_in	GO:0043046	DNA methylation involved in gamete generation	ECO:0000314	IDA	PMID:17048991		10090	UniProt		P
UniProtKB	A2ARI4	Lgr4	involved_in	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:23393138		10090	UniProt		P
UniProtKB	A2ARI4	Lgr4	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A2ARP9	Catsper2	involved_in	GO:0048240	sperm capacitation	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2387404|PANTHER:PTN002467465	10090	GO_Central		P
UniProtKB	A2ARP9	Catsper2	involved_in	GO:0007283	spermatogenesis	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0744	10090	UniProt		P
UniProtKB	A2ARP9	Catsper2	acts_upstream_of_or_within	GO:0048240	sperm capacitation	ECO:0000315	IMP	PMID:14657366	MGI:MGI:2683843	10090	MGI		P
UniProtKB	A2ARZ3	Fsip2	acts_upstream_of_or_within	GO:0007288	sperm axoneme assembly	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q5CZC0	10090	MGI		P
UniProtKB	A2ARZ3	Fsip2	involved_in	GO:0007288	sperm axoneme assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5CZC0|ensembl:ENSP00000401306	10090	Ensembl		P
UniProtKB	A2AU37	Rad21l1	acts_upstream_of_or_within	GO:0007283	spermatogenesis	ECO:0000315	IMP	PMID:21743440	MGI:MGI:5292341	10090	MGI		P
UniProtKB	A2BFZ7	Btbd35f11	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A2BH01	Gm14692	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BH82	Strbp	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030446	10090	InterPro		P
UniProtKB	A2BH83	Strbp	involved_in	GO:0007283	spermatogenesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030446	10090	InterPro		P
UniProtKB	A2BHG6	Btbd35f7	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A2BI40	Xlr4a	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BI41	Xlr4a	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BI42	Xlr4a	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BI45	Xlr5a	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BI46	Xlr5a	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BI49	Xlr5b	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2BI50	Xlr5b	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109542|MGI:MGI:1922390|PANTHER:PTN001064565|UniProtKB:Q8IZU3	10090	GO_Central		P
UniProtKB	A2CFD5	Btbd35f28	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
